,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cluster
4088,1,0,1,1,0.929577465,1,1,1,0,0,1,1,1,0,0.880099502,0.806681283,0,0,1,0,0,0,1,0,1,0,0,2
4089,1,1,1,0,0.323943662,1,1,0,0,0,0,1,1,1,0.749253731,0.259087237,1,0,1,0,1,0,0,0,0,1,0,0
4090,1,0,1,0,1.0,1,1,1,1,0,0,0,1,1,0.758208955,0.796549735,0,0,1,0,0,0,1,0,1,0,0,2
4091,0,0,1,1,0.450704225,1,0,0,0,0,0,0,0,1,0.011940299,0.067095546,0,0,0,1,0,1,0,1,0,0,0,1
4092,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,1,0.067661692,0.004333026,1,1,0,0,1,0,0,0,0,1,0,3
4093,0,0,1,0,0.971830986,1,0,1,1,0,1,0,1,0,0.494527363,0.536043157,0,1,0,0,0,0,1,0,0,0,1,2
4094,1,0,0,0,0.295774648,1,0,0,1,1,0,1,0,0,0.467661692,0.164204939,0,1,0,0,0,1,0,1,0,0,0,3
4095,1,0,0,0,0.816901408,1,1,1,1,1,0,0,1,1,0.807960199,0.646768982,0,0,1,0,1,0,0,1,0,0,0,2
4096,0,0,0,0,0.492957746,1,0,0,0,0,0,0,0,1,0.020895522,0.078127164,0,0,0,1,0,1,0,0,1,0,0,1
4097,1,0,1,1,0.704225352,1,0,0,0,0,0,0,0,0,0.016915423,0.116541657,0,0,0,1,0,0,1,0,0,0,1,1
4098,0,0,1,0,0.732394366,1,1,1,0,1,1,1,0,0,0.588557214,0.477400185,0,1,0,0,0,1,0,1,0,0,0,2
4099,1,0,1,1,0.267605634,1,0,0,0,0,0,0,0,0,0.014427861,0.043480268,0,0,0,1,0,1,0,1,0,0,0,1
4100,0,0,1,0,0.873239437,1,0,1,0,1,0,1,1,0,0.810447761,0.728317563,0,0,1,0,0,0,1,0,1,0,0,2
4101,1,0,0,0,0.549295775,1,0,0,1,0,0,0,0,0,0.562686567,0.340745442,0,0,1,0,1,0,0,0,1,0,0,0
4102,0,0,0,0,0.478873239,1,0,0,0,0,0,0,0,1,0.008955224,0.07145165,0,0,0,1,0,1,0,0,0,0,1,1
4103,0,0,1,1,0.352112676,1,0,0,0,0,0,0,1,0,0.6039801,0.232569813,0,0,1,0,0,1,0,1,0,0,0,0
4104,0,1,1,0,0.366197183,1,1,0,1,1,0,0,1,1,0.769154229,0.287491345,1,0,1,0,1,0,0,0,0,1,0,0
4105,0,0,0,1,0.732394366,1,0,1,1,0,1,0,0,0,0.443781095,0.392418648,0,1,0,0,0,1,0,0,1,0,0,3
4106,0,1,1,0,0.464788732,1,0,0,0,0,0,0,0,0,0.530348259,0.277930995,0,0,1,0,1,0,0,0,1,0,0,0
4107,1,1,1,0,0.253521127,1,1,0,0,0,0,1,1,1,0.76318408,0.200951996,0,0,1,0,1,0,0,0,0,1,0,0
4108,0,0,1,0,0.591549296,1,0,1,1,1,0,0,0,1,0.675124378,0.407667898,0,0,1,0,1,0,0,0,1,0,0,0
4109,0,0,1,1,0.070422535,1,0,0,0,0,0,0,0,0,0.012935323,0.012012462,0,0,0,1,1,0,0,0,0,0,1,1
4110,0,0,0,1,0.774647887,1,1,0,0,0,0,0,0,1,0.065174129,0.162174013,0,0,0,1,0,0,1,0,0,0,1,1
4111,0,0,0,0,0.788732394,0,0,0,1,0,0,1,0,1,0.209452736,0.241478191,1,1,0,0,1,0,0,0,0,1,0,3
4112,0,0,1,1,0.464788732,1,0,0,0,1,0,1,0,1,0.654726368,0.333619894,0,0,1,0,1,0,0,0,0,0,1,0
4113,1,0,0,0,0.126760563,0,0,0,1,0,1,0,0,0,0.179104478,0.040987768,0,1,0,0,1,0,0,0,0,1,0,3
4114,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.019900498,0.000167321,1,0,0,1,1,0,0,0,0,0,1,1
4115,1,0,0,0,0.169014085,0,0,0,0,0,0,0,0,1,0.056218905,0.032540965,1,1,0,0,1,0,0,0,0,1,0,3
4116,0,0,0,0,0.774647887,1,1,0,1,0,0,1,1,0,0.799502488,0.64184745,0,0,1,0,1,0,0,0,0,1,0,0
4117,1,0,1,0,0.76056338,1,1,0,1,1,0,1,1,1,0.849751244,0.652879068,0,0,1,0,1,0,0,0,1,0,0,2
4118,1,0,1,1,0.492957746,1,1,1,1,1,1,1,1,1,0.74278607,0.38777406,0,1,0,0,0,0,1,0,1,0,0,2
4119,0,0,1,0,0.647887324,1,0,0,0,0,0,0,0,0,0.01641791,0.106640895,0,0,0,1,0,1,0,1,0,0,0,1
4120,1,0,1,1,0.154929577,1,0,0,0,0,0,0,0,1,0.01840796,0.02464805,0,0,0,1,1,0,0,0,1,0,0,1
4121,1,0,0,0,0.0,1,0,0,0,1,0,1,0,1,0.668656716,0.007690976,1,0,1,0,1,0,0,0,0,1,0,0
4122,0,1,0,0,0.323943662,1,1,0,1,0,0,0,0,1,0.619402985,0.23882414,0,0,1,0,1,0,0,0,0,1,0,0
4123,1,0,0,0,0.873239437,1,1,0,1,0,0,1,1,0,0.812437811,0.706000462,1,0,1,0,0,1,0,1,0,0,0,2
4124,1,1,0,0,0.478873239,0,0,0,0,1,0,1,0,1,0.214925373,0.163374106,0,1,0,0,1,0,0,0,0,1,0,3
4125,1,0,0,0,0.929577465,1,0,1,1,0,1,0,0,0,0.42039801,0.444403416,0,1,0,0,0,1,0,0,1,0,0,3
4126,0,0,0,0,0.338028169,1,1,0,0,0,0,0,1,1,0.662189055,0.233631433,1,0,1,0,1,0,0,0,0,1,0,0
4127,0,0,0,0,0.281690141,1,1,1,0,1,0,1,1,0,0.851741294,0.253427187,0,0,1,0,1,0,0,0,0,0,1,0
4128,1,0,0,0,0.169014085,1,0,1,1,0,1,0,1,0,0.493034826,0.095020771,0,1,0,0,1,0,0,1,0,0,0,3
4129,0,0,1,0,0.478873239,1,1,0,0,0,0,0,0,1,0.566666667,0.295107316,1,0,1,0,1,0,0,0,0,1,0,0
4130,0,1,1,0,0.985915493,1,1,0,0,0,0,0,0,0,0.065671642,0.21719363,0,0,0,1,0,0,1,1,0,0,0,1
4131,1,0,0,0,0.394366197,1,0,0,0,0,0,0,0,0,0.010945274,0.067251327,0,0,0,1,1,0,0,0,1,0,0,1
4132,0,0,1,0,0.985915493,0,0,0,1,0,0,1,1,0,0.309452736,0.403467574,1,1,0,0,0,0,1,0,0,1,0,3
4133,0,1,1,0,0.084507042,1,0,0,0,0,0,1,1,1,0.7039801,0.067695592,0,0,1,0,1,0,0,0,0,1,0,0
4134,1,1,0,0,0.788732394,0,0,0,1,1,0,1,1,1,0.365671642,0.354863836,0,1,0,0,1,0,0,0,0,1,0,3
4135,0,0,1,0,0.901408451,1,1,1,0,1,1,0,1,0,0.576119403,0.56666859,0,1,0,0,0,0,1,1,0,0,0,2
4136,0,0,0,0,0.366197183,1,0,0,0,0,0,0,0,0,0.02039801,0.0664955,0,0,0,1,0,1,0,0,0,0,1,1
4137,0,0,0,0,0.070422535,1,1,0,0,0,0,0,0,1,0.563681592,0.052042465,1,0,1,0,1,0,0,0,0,1,0,0
4138,1,1,0,0,1.0,1,1,1,1,1,1,1,1,1,0.986069652,0.971318948,0,0,1,0,0,0,1,0,1,0,0,2
4139,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.014925373,0.000109624,0,0,0,1,1,0,0,0,0,0,1,1
4140,0,0,0,0,0.14084507,1,0,0,0,0,0,0,0,0,0.268159204,0.0546042,0,1,0,0,1,0,0,0,1,0,0,3
4141,0,0,1,1,0.535211268,1,1,0,0,0,0,0,0,0,0.069154229,0.111833603,0,0,0,1,0,0,1,0,0,0,1,1
4142,1,1,0,0,0.816901408,1,1,1,1,1,0,0,0,1,0.711442786,0.632137087,0,0,1,0,1,0,0,0,0,1,0,0
4143,0,0,0,0,0.352112676,1,0,1,0,0,1,1,1,0,0.564676617,0.218041772,0,1,0,0,0,1,0,1,0,0,0,3
4144,0,1,0,0,0.014084507,1,0,0,0,1,0,0,0,0,0.315422886,0.010189245,0,1,0,0,1,0,0,0,0,0,1,3
4145,1,0,1,1,1.0,0,0,1,1,1,1,1,1,0,0.472139303,0.525796215,0,1,0,0,0,0,1,1,0,0,0,2
4146,0,0,1,0,0.901408451,1,1,1,1,1,0,0,0,0,0.485572139,0.495124625,0,1,0,0,0,1,0,0,1,0,0,2
4147,0,0,1,1,1.0,1,1,0,1,1,1,1,1,0,0.921890547,0.91206439,0,0,1,0,0,0,1,0,1,0,0,2
4148,0,0,0,0,0.070422535,1,1,0,0,0,1,0,1,1,0.693532338,0.058106393,0,0,1,0,1,0,0,1,0,0,0,0
4149,0,1,0,0,0.436619718,1,0,0,0,0,0,0,0,0,0.015422886,0.065647357,0,0,0,1,0,1,0,0,1,0,0,1
4150,1,0,1,0,0.690140845,1,1,0,0,1,0,1,1,0,0.571641791,0.445118855,0,1,0,0,0,1,0,1,0,0,0,2
4151,0,0,1,0,0.845070423,0,0,1,0,1,1,1,1,1,0.43681592,0.433885299,0,1,0,0,0,0,1,0,0,0,1,2
4152,1,0,0,0,0.197183099,1,0,0,1,1,0,1,1,1,0.825870647,0.165987768,1,0,1,0,1,0,0,0,0,1,0,0
4153,0,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.964179104,0.961302793,0,0,1,0,0,0,1,1,0,0,0,2
4154,0,0,0,0,0.112676056,1,0,0,0,0,0,0,0,1,0.006965174,0.019247634,1,0,0,1,1,0,0,0,0,0,1,1
4155,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.012437811,8.08e-05,0,0,0,1,1,0,0,0,0,0,1,1
4156,1,0,0,0,0.154929577,1,1,0,0,0,0,0,1,1,0.67960199,0.120943919,0,0,1,0,1,0,0,0,0,1,0,0
4157,1,0,0,0,0.507042254,0,0,0,0,0,1,0,0,0,0.102985075,0.110171936,1,1,0,0,1,0,0,0,1,0,0,3
4158,0,0,1,1,0.845070423,1,0,0,0,0,0,0,0,0,0.021393035,0.13935495,0,0,0,1,0,1,0,0,0,0,1,1
4159,0,0,1,1,0.23943662,1,0,0,0,0,0,0,0,0,0.015422886,0.037329795,0,0,0,1,0,1,0,1,0,0,0,1
4160,0,0,0,1,0.281690141,1,0,0,0,0,0,0,0,0,0.272636816,0.111498961,0,1,0,0,1,0,0,0,0,0,1,3
4161,0,0,1,1,0.943661972,0,0,1,1,1,1,0,1,1,0.37960199,0.453456035,0,1,0,0,0,0,1,0,0,0,1,2
4162,0,1,0,0,0.154929577,1,1,0,0,0,0,0,0,1,0.547761194,0.093382183,0,0,1,0,1,0,0,0,1,0,0,0
4163,1,1,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0.060696517,0.00265982,1,1,0,0,1,0,0,0,0,1,0,3
4164,1,0,1,0,0.85915493,1,1,0,0,1,0,1,1,1,0.826865672,0.709196861,0,0,1,0,1,0,0,0,0,1,0,0
4165,1,1,0,0,0.394366197,1,1,0,0,0,1,1,1,0,0.8,0.328173321,1,0,1,0,1,0,0,0,0,1,0,0
4166,0,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0.152736318,0.001707824,0,1,0,0,1,0,0,0,0,0,1,3
4167,0,1,1,0,0.056338028,1,1,0,0,1,0,0,0,1,0.613432836,0.037520194,1,0,1,0,1,0,0,1,0,0,0,0
4168,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.024378109,0.000219248,0,0,0,1,1,0,0,0,0,1,0,1
4169,0,0,0,1,0.85915493,1,1,0,0,1,1,1,1,1,0.853731343,0.75833141,0,0,1,0,0,0,1,0,0,1,0,2
4170,1,0,1,1,0.492957746,1,0,0,0,0,0,0,0,0,0.019900498,0.08067736,0,0,0,1,0,0,1,1,0,0,0,1
4171,1,1,0,0,0.38028169,1,1,0,0,1,1,1,1,1,0.846268657,0.331392799,1,0,1,0,1,0,0,0,0,1,0,0
4172,1,0,1,1,0.957746479,1,1,1,1,0,1,1,0,0,0.551741294,0.561625894,0,1,0,0,0,1,0,0,1,0,0,2
4173,1,0,1,0,0.14084507,1,1,1,0,0,1,1,0,1,0.775621891,0.138847219,1,0,1,0,1,0,0,0,1,0,0,0
4174,1,0,1,0,0.873239437,1,1,0,1,1,1,1,1,1,0.900497512,0.79078006,0,0,1,0,1,0,0,0,0,1,0,2
4175,0,0,0,0,0.309859155,1,0,0,0,0,0,0,0,0,0.018905473,0.044634203,0,0,0,1,0,1,0,1,0,0,0,1
4176,0,0,0,0,0.126760563,1,0,0,0,0,0,0,0,0,0.014925373,0.021861297,0,0,0,1,1,0,0,0,1,0,0,1
4177,1,0,1,0,0.985915493,1,1,0,0,0,0,0,0,1,0.076616915,0.205758135,0,0,0,1,0,0,1,0,1,0,0,1
4178,1,1,0,0,0.61971831,1,1,1,0,0,1,0,1,1,0.515422886,0.351217401,0,1,0,0,1,0,0,0,0,1,0,3
4179,1,0,1,1,0.971830986,1,1,0,0,0,0,0,0,0,0.057711443,0.201471267,0,0,0,1,0,0,1,0,0,0,1,1
4180,1,0,0,1,0.295774648,1,1,0,0,0,0,0,1,1,0.661691542,0.207471729,0,0,1,0,1,0,0,0,0,1,0,0
4181,1,0,1,1,0.718309859,1,1,0,0,0,0,0,0,0,0.047761194,0.142660974,0,0,0,1,0,0,1,0,0,0,1,1
4182,0,0,1,0,0.76056338,1,1,0,0,1,1,1,1,1,0.854726368,0.660541195,1,0,1,0,0,1,0,0,0,1,0,2
4183,1,0,0,0,0.901408451,0,0,1,0,1,1,1,1,0,0.414925373,0.450300023,0,1,0,0,0,0,1,0,1,0,0,2
4184,1,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.012935323,0.166703208,0,0,0,1,0,0,1,1,0,0,0,1
4185,0,0,1,0,0.126760563,1,0,0,0,0,0,0,0,0,0.013432836,0.019691899,0,0,0,1,0,1,0,1,0,0,0,1
4186,1,0,0,1,0.084507042,1,0,0,0,0,0,0,0,0,0.017910448,0.009000692,0,0,0,1,0,1,0,0,0,0,1,1
4187,0,1,0,0,0.056338028,1,0,0,1,0,0,0,1,1,0.669651741,0.044968844,0,0,1,0,1,0,0,0,0,1,0,0
4188,1,0,1,1,0.323943662,1,1,1,0,1,0,1,1,0,0.600497512,0.210921994,0,1,0,0,0,0,1,0,1,0,0,2
4189,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.980597015,0.973684514,0,0,1,0,0,0,1,0,1,0,0,2
4190,0,0,0,0,0.281690141,0,0,1,0,0,1,1,0,1,0.251741294,0.114551119,0,1,0,0,1,0,0,0,0,0,1,3
4191,0,0,1,0,0.957746479,0,0,0,1,1,1,1,1,1,0.423383085,0.489799215,0,1,0,0,0,1,0,0,1,0,0,2
4192,0,0,1,1,0.605633803,1,0,0,1,0,1,0,0,1,0.364676617,0.291980152,0,1,0,0,1,0,0,1,0,0,0,3
4193,1,1,1,1,0.845070423,1,1,0,0,1,0,1,0,1,0.467164179,0.455371567,0,1,0,0,0,1,0,0,0,1,0,2
4194,0,1,0,0,0.323943662,1,1,0,1,1,0,1,1,1,0.84278607,0.285933533,1,0,1,0,1,0,0,0,1,0,0,0
4195,1,0,0,0,0.0,1,0,0,0,0,0,1,1,0,0.719900498,0.008285253,1,0,1,0,1,0,0,0,0,1,0,0
4196,1,0,0,0,0.070422535,1,0,0,0,0,1,0,0,1,0.323880597,0.031069698,1,1,0,0,1,0,0,1,0,0,0,3
4197,0,0,0,0,0.042253521,1,1,0,1,0,0,0,1,1,0.714427861,0.040306947,1,0,1,0,1,0,0,0,0,1,0,0
4198,0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.895024876,0.902584814,0,0,1,0,0,0,1,0,0,1,0,2
4199,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.733830846,0.763206785,0,1,0,0,0,0,1,1,0,0,0,2
4200,0,1,1,0,0.183098592,1,1,0,0,0,0,0,0,1,0.565671642,0.114764597,0,0,1,0,1,0,0,0,0,1,0,0
4201,0,0,0,0,0.084507042,1,1,0,0,0,0,0,0,1,0.067661692,0.015480037,0,0,0,1,1,0,0,1,0,0,0,1
4202,1,0,0,0,0.661971831,1,0,0,1,0,0,0,0,0,0.566169154,0.433169859,0,0,1,0,0,1,0,0,0,1,0,0
4203,0,0,1,1,0.76056338,1,0,0,0,0,0,0,0,0,0.012437811,0.116264713,0,0,0,1,0,1,0,0,0,0,1,1
4204,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010447761,5.77e-05,0,0,0,1,1,0,0,0,1,0,0,1
4205,0,0,0,0,0.61971831,1,0,1,1,1,1,1,1,0,0.934825871,0.578473344,0,0,1,0,0,1,0,0,1,0,0,2
4206,0,0,0,0,0.028169014,1,0,0,0,0,0,0,0,1,0.517910448,0.023263328,0,0,1,0,1,0,0,0,0,0,1,0
4207,1,0,1,0,0.985915493,1,0,0,0,0,0,0,0,0,0.013432836,0.161285483,0,0,0,1,0,0,1,0,0,0,1,1
4208,0,0,1,0,0.098591549,1,0,0,0,0,0,0,0,0,0.019900498,0.016103162,0,0,0,1,1,0,0,0,0,0,1,1
4209,1,0,1,0,0.028169014,1,1,0,0,0,0,0,0,1,0.573134328,0.027440572,1,0,1,0,1,0,0,0,0,1,0,0
4210,0,0,1,1,0.957746479,1,0,1,1,0,1,1,1,0,0.620895522,0.6374048,0,1,0,0,0,0,1,1,0,0,0,2
4211,0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.5,0.005735057,1,0,1,0,1,0,0,0,0,1,0,0
4212,1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.970149254,0.972178629,0,0,1,0,0,0,1,0,1,0,0,2
4213,0,0,0,0,0.14084507,1,0,1,0,0,0,0,0,1,0.549751244,0.089193399,1,0,1,0,1,0,0,0,0,1,0,0
4214,0,0,0,0,0.985915493,1,1,1,1,1,1,0,1,0,0.62039801,0.656519732,0,1,0,0,0,0,1,1,0,0,0,2
4215,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.514427861,0.005902377,1,0,1,0,1,0,0,0,0,0,1,0
4216,1,0,1,0,0.450704225,0,0,1,0,1,1,1,1,0,0.410945274,0.2304985,0,1,0,0,0,0,1,1,0,0,0,2
4217,1,0,0,0,0.211267606,1,0,0,0,0,0,0,0,0,0.007960199,0.035523886,0,0,0,1,0,1,0,0,0,0,1,1
4218,1,1,1,0,0.774647887,1,1,1,1,1,1,0,0,0,0.770149254,0.629234941,0,0,1,0,0,1,0,0,0,1,0,2
4219,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.016915423,0.000132703,0,0,0,1,1,0,0,0,1,0,0,1
4220,0,0,0,0,0.056338028,1,0,0,0,1,0,1,1,1,0.515422886,0.037802908,1,1,0,0,1,0,0,0,0,1,0,3
4221,0,0,1,1,0.788732394,1,0,0,0,0,0,0,0,0,0.011442786,0.120332333,0,0,0,1,0,1,0,0,0,0,1,1
4222,0,0,1,1,0.774647887,0,0,0,1,1,0,0,0,1,0.17761194,0.225328871,0,1,0,0,0,1,0,0,1,0,0,3
4223,0,0,0,0,0.098591549,1,1,0,1,1,0,1,0,1,0.753731343,0.087104777,1,0,1,0,1,0,0,0,0,1,0,0
4224,1,0,1,1,0.295774648,1,0,1,1,1,0,0,0,0,0.426865672,0.161925917,1,1,0,0,1,0,0,0,0,0,1,3
4225,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.014925373,0.000109624,0,0,0,1,1,0,0,0,0,0,1,1
4226,1,0,0,1,0.549295775,1,0,1,0,0,1,1,0,1,0.456218905,0.28173898,0,1,0,0,1,0,0,0,1,0,0,3
4227,0,0,1,1,0.633802817,1,0,0,0,0,0,0,0,0,0.014925373,0.096665128,0,0,0,1,0,0,1,0,1,0,0,1
4228,0,0,1,1,0.873239437,1,0,0,0,0,0,0,0,0,0.014427861,0.145055389,0,0,0,1,0,0,1,0,0,0,1,1
4229,0,0,1,1,0.943661972,1,1,1,1,1,0,1,1,1,0.914925373,0.859531502,0,0,1,0,0,0,1,0,0,1,0,2
4230,0,0,1,1,0.957746479,1,0,1,1,0,1,1,1,1,0.876616915,0.835789291,0,0,1,0,0,0,1,0,1,0,0,2
4231,1,0,1,0,0.774647887,1,1,0,1,1,1,0,0,0,0.719402985,0.588252943,0,0,1,0,1,0,0,0,0,1,0,0
4232,1,0,1,1,0.126760563,1,0,0,1,1,0,0,1,1,0.474129353,0.073996077,0,1,0,0,0,1,0,0,0,0,1,3
4233,0,0,0,0,0.873239437,1,1,1,1,1,1,1,0,0,0.858208955,0.758366028,0,0,1,0,0,1,0,0,1,0,0,2
4234,1,0,1,1,0.323943662,0,0,1,1,1,1,0,1,1,0.34079602,0.137243249,0,1,0,0,0,0,1,0,0,0,1,3
4235,1,0,0,0,0.253521127,1,1,0,0,1,0,0,0,1,0.376616915,0.117135934,0,1,0,0,1,0,0,0,0,0,1,3
4236,0,0,1,1,0.295774648,1,1,0,0,1,0,1,0,1,0.701492537,0.215364643,0,0,1,0,1,0,0,0,0,1,0,0
4237,0,0,1,0,0.394366197,1,1,1,1,0,0,0,0,1,0.658706468,0.282517886,1,0,1,0,1,0,0,0,0,1,0,0
4238,0,0,1,0,0.169014085,1,1,0,0,1,0,1,1,1,0.567661692,0.112006693,1,1,0,0,0,1,0,0,0,0,1,3
4239,1,0,1,0,0.971830986,1,1,0,0,0,0,0,0,1,0.077114428,0.229419571,0,0,0,1,0,0,1,1,0,0,0,1
4240,1,0,1,0,0.676056338,1,0,0,1,1,0,1,1,0,0.807462687,0.577682899,0,0,1,0,1,0,0,0,0,1,0,0
4241,1,1,1,0,0.591549296,1,1,1,0,1,1,1,1,1,0.908457711,0.555210016,1,0,1,0,0,1,0,0,0,0,1,2
4242,1,0,0,0,0.028169014,1,0,0,0,0,0,0,0,1,0.013432836,0.004725363,1,0,0,1,1,0,0,0,0,0,1,1
4243,0,0,1,1,0.577464789,1,0,0,0,1,1,1,1,0,0.546268657,0.354194553,0,1,0,0,0,1,0,0,0,1,0,2
4244,0,0,0,0,0.788732394,1,0,0,1,0,1,0,0,1,0.362189055,0.359554581,0,1,0,0,0,1,0,0,0,0,1,3
4245,0,1,0,0,0.014084507,1,0,1,0,1,0,1,0,0,0.479104478,0.008741057,1,1,0,0,1,0,0,1,0,0,0,3
4246,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.968159204,0.957027464,0,0,1,0,0,0,1,0,1,0,0,2
4247,1,1,0,0,0.633802817,1,1,0,1,1,0,1,1,1,0.857711443,0.559087237,0,0,1,0,1,0,0,0,0,1,0,0
4248,0,1,1,0,0.915492958,1,1,0,0,0,1,1,1,1,0.813930348,0.790803139,1,0,1,0,1,0,0,0,1,0,0,0
4249,0,0,0,0,0.85915493,1,1,1,1,0,1,0,1,0,0.833333333,0.751263559,1,0,1,0,0,1,0,0,0,1,0,2
4250,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.725373134,0.763801062,0,1,0,0,0,0,1,1,0,0,0,2
4251,0,0,1,1,0.478873239,1,0,0,1,0,1,1,0,1,0.710945274,0.36312024,0,0,1,0,0,1,0,0,0,1,0,2
4252,0,0,1,0,0.225352113,1,1,1,1,1,0,0,0,0,0.715920398,0.165630048,1,0,1,0,1,0,0,0,1,0,0,0
4253,1,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.737810945,0.780902377,0,1,0,0,0,0,1,0,0,1,0,2
4254,1,0,1,1,0.38028169,1,0,0,0,0,0,0,0,0,0.01641791,0.060489268,0,0,0,1,0,1,0,0,0,0,1,1
4255,0,0,1,0,0.774647887,1,1,0,0,0,0,0,0,1,0.068656716,0.150975075,1,0,0,1,0,0,1,0,1,0,0,1
4256,1,0,0,0,0.422535211,1,1,0,0,0,1,0,0,1,0.612935323,0.275253866,1,0,1,0,1,0,0,0,1,0,0,0
4257,0,0,0,0,0.61971831,1,0,0,0,0,0,0,0,0,0.005970149,0.097911378,0,0,0,1,0,1,0,1,0,0,0,1
4258,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.074626866,0.000801985,0,0,0,1,1,0,0,0,0,0,1,1
4259,1,0,0,0,0.014084507,1,0,0,1,0,0,0,0,1,0.311940299,0.011066236,1,1,0,0,1,0,0,0,0,0,1,3
4260,1,0,0,0,0.070422535,1,0,0,0,0,0,0,0,1,0.026865672,0.01046619,0,0,0,1,1,0,0,0,0,0,1,1
4261,1,0,1,0,0.661971831,1,0,0,1,1,0,1,1,1,0.784079602,0.53936649,0,0,1,0,0,1,0,0,0,1,0,2
4262,0,0,1,1,0.338028169,1,1,0,0,0,0,0,0,1,0.071144279,0.060933533,0,0,0,1,1,0,0,1,0,0,0,1
4263,0,0,1,1,0.887323944,1,0,0,0,0,0,0,0,1,0.014427861,0.144847681,0,0,0,1,0,0,1,1,0,0,0,1
4264,0,0,0,0,0.690140845,0,0,1,1,0,0,0,0,1,0.166666667,0.203507962,0,1,0,0,1,0,0,0,0,0,1,3
4265,1,0,1,1,0.718309859,1,1,0,0,1,0,1,1,0,0.825870647,0.609543042,0,0,1,0,0,1,0,1,0,0,0,2
4266,0,1,1,0,0.042253521,1,0,0,0,0,0,0,0,1,0.516915423,0.030181168,0,0,1,0,1,0,0,0,0,1,0,0
4267,1,1,0,0,0.436619718,1,0,0,0,0,0,1,1,0,0.723383085,0.332235172,0,0,1,0,1,0,0,0,0,1,0,0
4268,0,0,1,1,0.61971831,1,1,1,1,0,1,1,0,0,0.553233831,0.386822063,0,1,0,0,0,0,1,0,1,0,0,2
4269,0,0,1,0,0.112676056,1,1,1,0,0,0,0,1,1,0.694527363,0.090295407,0,0,1,0,1,0,0,0,0,1,0,0
4270,1,1,1,0,0.915492958,1,1,0,0,1,1,1,1,1,0.872636816,0.802729056,1,0,1,0,0,1,0,0,1,0,0,2
4271,0,0,0,1,0.028169014,1,1,0,0,1,0,0,1,0,0.732338308,0.027492499,1,0,1,0,1,0,0,0,0,1,0,0
4272,1,0,0,0,0.746478873,1,0,0,0,0,0,0,0,0,0.01840796,0.122392107,0,0,0,1,0,0,1,0,0,0,1,1
4273,1,0,1,1,0.0,0,0,0,0,0,1,1,0,0,0.217412935,0.002457881,1,1,0,0,1,0,0,0,0,1,0,3
4274,1,0,1,1,0.887323944,1,1,1,1,0,1,1,1,0,0.915920398,0.805273483,0,0,1,0,0,0,1,1,0,0,0,2
4275,1,1,0,0,0.422535211,1,1,0,0,0,0,0,0,1,0.553731343,0.253675283,1,0,1,0,1,0,0,0,0,1,0,0
4276,1,0,0,0,0.183098592,1,0,0,0,0,0,1,1,1,0.711940299,0.128121394,1,0,1,0,1,0,0,0,0,0,1,0
4277,1,0,0,0,0.154929577,1,0,1,0,0,0,1,0,1,0.665671642,0.110806601,0,0,1,0,0,1,0,0,1,0,0,0
4278,0,1,1,0,0.929577465,1,0,1,1,0,1,0,0,1,0.424875622,0.473182553,0,1,0,0,0,1,0,1,0,0,0,2
4279,1,0,1,1,0.478873239,1,1,1,0,1,1,1,0,0,0.537313433,0.294224556,1,1,0,0,1,0,0,0,0,1,0,3
4280,1,0,0,0,0.61971831,1,1,1,0,0,1,0,1,0,0.550248756,0.384294946,0,1,0,0,0,0,1,0,0,0,1,2
4281,0,0,0,0,0.126760563,1,0,0,0,0,0,0,0,0,0.276119403,0.05461574,0,1,0,0,1,0,0,0,0,0,1,3
